pollster,answer,percentage,count
YouGov Blue,DeSantis,8.571428571428571,3
YouGov Blue,Haley,2.857142857142857,1
YouGov Blue,Harris,2.857142857142857,1
YouGov Blue,Kennedy,8.571428571428571,3
YouGov Blue,Manchin,2.857142857142857,1
YouGov Blue,Oliver,5.714285714285714,2
YouGov Blue,Ramaswamy,2.857142857142857,1
YouGov Blue,Stein,5.714285714285714,2
YouGov Blue,Trump,22.857142857142858,8
YouGov Blue,West,5.714285714285714,2
YouGov/Center for Working Class Politics,Harris,50,1
YouGov/Center for Working Class Politics,Trump,50,1
YouGov/SNF Agora,Harris,33.33333333333333,1
YouGov/SNF Agora,Kennedy,33.33333333333333,1
YouGov/SNF Agora,Trump,33.33333333333333,1
Z to A Research,Harris,23.076923076923077,3
Z to A Research,Kennedy,23.076923076923077,3
Z to A Research,Oliver,15.384615384615385,2
Z to A Research,Stein,15.384615384615385,2
Z to A Research,Trump,23.076923076923077,3
Zogby,Biden,33.33333333333333,4
Zogby,Kennedy,16.666666666666664,2
Zogby,Trump,33.33333333333333,4
Zogby,West,16.666666666666664,2
co/efficient,Biden,27.27272727272727,6
co/efficient,Harris,18.181818181818183,4
co/efficient,Kennedy,9.090909090909092,2
co/efficient,Sununu,4.545454545454546,1
co/efficient,Trump,40.909090909090914,9
